,Year,Ciudad,Hora,Accidentes,Habitantes,AccidentesNormalizado
11,2012,Bucaramanga,11.0,258,608947,423.68219237470583
12,2012,Bucaramanga,12.0,362,608947,594.4688125567578
13,2012,Bucaramanga,13.0,211,608947,346.49977748474004
14,2012,Bucaramanga,14.0,275,608947,451.5992360583105
15,2012,Bucaramanga,15.0,258,608947,423.68219237470583
16,2012,Bucaramanga,16.0,289,608947,474.589742621279
17,2012,Bucaramanga,17.0,273,608947,448.3148779778864
18,2012,Bucaramanga,18.0,265,608947,435.1774456561901
19,2012,Bucaramanga,19.0,297,608947,487.72717494297535
20,2012,Bucaramanga,20.0,208,608947,341.573240364104
21,2012,Bucaramanga,21.0,143,608947,234.83160275032145
22,2012,Bucaramanga,22.0,119,608947,195.41930578523252
23,2012,Bucaramanga,23.0,72,608947,118.23689089526675
24,2013,Bucaramanga,0.0,26,608947,42.696655045513
25,2013,Bucaramanga,1.0,43,608947,70.61369872911764
26,2013,Bucaramanga,2.0,35,608947,57.476266407421335
27,2013,Bucaramanga,3.0,25,608947,41.054476005300955
28,2013,Bucaramanga,4.0,30,608947,49.265371206361145
29,2013,Bucaramanga,5.0,38,608947,62.40280352805745
30,2013,Bucaramanga,6.0,115,608947,188.85058962438438
31,2013,Bucaramanga,7.0,180,608947,295.59222723816686
32,2013,Bucaramanga,8.0,233,608947,382.6277163694049
33,2013,Bucaramanga,9.0,220,608947,361.2793888466484
34,2013,Bucaramanga,10.0,211,608947,346.49977748474004
35,2013,Bucaramanga,11.0,233,608947,382.6277163694049
36,2013,Bucaramanga,12.0,357,608947,586.2579173556977
37,2013,Bucaramanga,13.0,264,608947,433.53526661597806
38,2013,Bucaramanga,14.0,267,608947,438.4618037366142
39,2013,Bucaramanga,15.0,262,608947,430.250908535554
40,2013,Bucaramanga,16.0,257,608947,422.04001333449384
41,2013,Bucaramanga,17.0,247,608947,405.6182229323734
42,2013,Bucaramanga,18.0,258,608947,423.68219237470583
43,2013,Bucaramanga,19.0,254,608947,417.11347621385767
44,2013,Bucaramanga,20.0,183,608947,300.51876435880297
45,2013,Bucaramanga,21.0,133,608947,218.4098123482011
46,2013,Bucaramanga,22.0,117,608947,192.13494770480847
47,2013,Bucaramanga,23.0,66,608947,108.38381665399451
48,2014,Bucaramanga,0.0,19,608947,31.201401764028724
49,2014,Bucaramanga,1.0,34,608947,55.8340873672093
50,2014,Bucaramanga,2.0,26,608947,42.696655045513
51,2014,Bucaramanga,3.0,33,608947,54.19190832699726
52,2014,Bucaramanga,4.0,22,608947,36.12793888466484
53,2014,Bucaramanga,5.0,45,608947,73.89805680954171
54,2014,Bucaramanga,6.0,117,608947,192.13494770480847
55,2014,Bucaramanga,7.0,194,608947,318.5827338011354
56,2014,Bucaramanga,8.0,206,608947,338.28888228367987
57,2014,Bucaramanga,9.0,184,608947,302.160943399015
58,2014,Bucaramanga,10.0,198,608947,325.15144996198353
59,2014,Bucaramanga,11.0,215,608947,353.0684936455882
60,2014,Bucaramanga,12.0,316,608947,518.928576707004
61,2014,Bucaramanga,13.0,220,608947,361.2793888466484
62,2014,Bucaramanga,14.0,247,608947,405.6182229323734
63,2014,Bucaramanga,15.0,245,608947,402.33386485194933
64,2014,Bucaramanga,16.0,255,608947,418.7556552540697
65,2014,Bucaramanga,17.0,220,608947,361.2793888466484
66,2014,Bucaramanga,18.0,237,608947,389.19643253025305
67,2014,Bucaramanga,19.0,267,608947,438.4618037366142
68,2014,Bucaramanga,20.0,146,608947,239.7581398709576
69,2014,Bucaramanga,21.0,125,608947,205.27238002650478
70,2014,Bucaramanga,22.0,101,608947,165.86008306141585
71,2014,Bucaramanga,23.0,52,608947,85.393310091026
72,2014,Medellin,0.0,310,2570327,120.60722234952983
73,2014,Medellin,1.0,212,2570327,82.47977786483978
74,2014,Medellin,2.0,142,2570327,55.245888947203994
75,2014,Medellin,3.0,124,2570327,48.24288893981194
76,2014,Medellin,4.0,174,2570327,67.69566673812321
77,2014,Medellin,5.0,552,2570327,214.75866689335638
78,2014,Medellin,6.0,1126,2570327,438.0765560179697
79,2014,Medellin,7.0,1372,2570327,533.7842227856612
80,2014,Medellin,8.0,1114,2570327,433.407889346375
81,2014,Medellin,9.0,956,2570327,371.9371115037114
82,2014,Medellin,10.0,1056,2570327,410.8426671003339
83,2014,Medellin,11.0,1170,2570327,455.19500048048366
84,2014,Medellin,12.0,1270,2570327,494.10055607710615
85,2014,Medellin,13.0,1420,2570327,552.4588894720399
86,2014,Medellin,14.0,1350,2570327,525.2250005544042
87,2014,Medellin,15.0,1437,2570327,559.0728339234657
88,2014,Medellin,16.0,1475,2570327,573.8569450501823
89,2014,Medellin,17.0,1546,2570327,601.4798895237843
90,2014,Medellin,18.0,1447,2570327,562.963389483128
91,2014,Medellin,19.0,1257,2570327,489.0428338495453
92,2014,Medellin,20.0,1120,2570327,435.7422226821723
93,2014,Medellin,21.0,859,2570327,334.1987225749875
94,2014,Medellin,22.0,607,2570327,236.15672247149877
95,2014,Medellin,23.0,319,2570327,124.10872235322587
96,2015,Bucaramanga,0.0,29,608947,47.6231921661491
97,2015,Bucaramanga,1.0,29,608947,47.6231921661491
98,2015,Bucaramanga,2.0,31,608947,50.90755024657319
99,2015,Bucaramanga,3.0,27,608947,44.33883408572503
100,2015,Bucaramanga,4.0,16,608947,26.27486464339261
101,2015,Bucaramanga,5.0,35,608947,57.476266407421335
102,2015,Bucaramanga,6.0,131,608947,215.125454267777
103,2015,Bucaramanga,7.0,199,608947,326.7936290021956
104,2015,Bucaramanga,8.0,188,608947,308.72965955986314
105,2015,Bucaramanga,9.0,177,608947,290.66569011753074
106,2015,Bucaramanga,10.0,222,608947,364.5637469270725
107,2015,Bucaramanga,11.0,233,608947,382.6277163694049
108,2015,Bucaramanga,12.0,329,608947,540.2769042297605
109,2015,Bucaramanga,13.0,218,608947,357.9950307662243
110,2015,Bucaramanga,14.0,268,608947,440.10398277682623
111,2015,Bucaramanga,15.0,214,608947,351.42631460537615
112,2015,Bucaramanga,16.0,239,608947,392.48079061067716
113,2015,Bucaramanga,17.0,238,608947,390.83861157046505
114,2015,Bucaramanga,18.0,227,608947,372.77464212813265
115,2015,Bucaramanga,19.0,232,608947,380.9855373291928
116,2015,Bucaramanga,20.0,180,608947,295.59222723816686
117,2015,Bucaramanga,21.0,125,608947,205.27238002650478
118,2015,Bucaramanga,22.0,118,608947,193.7771267450205
119,2015,Bucaramanga,23.0,60,608947,98.53074241272229
120,2015,Medellin,0.0,202,2570327,78.58922230517751
121,2015,Medellin,1.0,2068,2570327,804.5668897381539
122,2015,Medellin,2.0,2051,2570327,797.9529452867281
123,2015,Medellin,3.0,2085,2570327,811.1808341895799
124,2015,Medellin,4.0,2089,2570327,812.7370564134446
125,2015,Medellin,5.0,3119,2570327,1213.4642790586568
126,2015,Medellin,6.0,4212,2570327,1638.7020017297411
127,2015,Medellin,7.0,4298,2570327,1672.1607795428363
128,2015,Medellin,8.0,3393,2570327,1320.0655013934024
129,2015,Medellin,9.0,3076,2570327,1196.734890152109
130,2015,Medellin,10.0,3012,2570327,1171.8353345702706
131,2015,Medellin,11.0,2820,2570327,1097.1366678247555
132,2015,Medellin,12.0,3326,2570327,1293.9987791436654
133,2015,Medellin,13.0,1165,2570327,453.2497227006525
134,2015,Medellin,14.0,1118,2570327,434.9641115702399
135,2015,Medellin,15.0,1177,2570327,457.9183893722472
136,2015,Medellin,16.0,1265,2570327,492.15527829727506
137,2015,Medellin,17.0,1435,2570327,558.2947228115333
138,2015,Medellin,18.0,1168,2570327,454.41688936855115
139,2015,Medellin,19.0,951,2570327,369.99183372388023
140,2015,Medellin,20.0,812,2570327,315.91311144457495
141,2015,Medellin,21.0,652,2570327,253.66422248997887
142,2015,Medellin,22.0,452,2570327,175.85311129673383
143,2015,Medellin,23.0,226,2570327,87.92655564836691
144,2015,Barranquilla,0.0,56,1311856,42.68761205498164
145,2015,Barranquilla,1.0,51,1311856,38.87621812150114
146,2015,Barranquilla,2.0,32,1311856,24.392921174275227
147,2015,Barranquilla,3.0,39,1311856,29.72887268114793
148,2015,Barranquilla,4.0,58,1311856,44.21216962837384
149,2015,Barranquilla,5.0,63,1311856,48.02356356185435
150,2015,Barranquilla,6.0,160,1311856,121.96460587137612
151,2015,Barranquilla,7.0,388,1311856,295.7641692380871
152,2015,Barranquilla,8.0,383,1311856,291.9527753046066
153,2015,Barranquilla,9.0,356,1311856,271.37124806381183
154,2015,Barranquilla,10.0,395,1311856,301.10012074495984
155,2015,Barranquilla,11.0,383,1311856,291.9527753046066
156,2015,Barranquilla,12.0,450,1311856,343.02545401324534
157,2015,Barranquilla,13.0,423,1311856,322.4439267724506
158,2015,Barranquilla,14.0,371,1311856,282.8054298642534
159,2015,Barranquilla,15.0,447,1311856,340.73861765315706
160,2015,Barranquilla,16.0,447,1311856,340.73861765315706
161,2015,Barranquilla,17.0,441,1311856,336.16494493298046
162,2015,Barranquilla,18.0,384,1311856,292.7150540913027
163,2015,Barranquilla,19.0,305,1311856,232.49502994231074
164,2015,Barranquilla,20.0,220,1311856,167.70133307314217
165,2015,Barranquilla,21.0,179,1311856,136.44790281860205
166,2015,Barranquilla,22.0,123,1311856,93.7602907636204
167,2015,Barranquilla,23.0,83,1311856,63.26913929577636
168,2016,Bucaramanga,0.0,28,608947,45.98101312593707
169,2016,Bucaramanga,1.0,34,608947,55.8340873672093
170,2016,Bucaramanga,2.0,40,608947,65.68716160848153
171,2016,Bucaramanga,3.0,34,608947,55.8340873672093
172,2016,Bucaramanga,4.0,27,608947,44.33883408572503
173,2016,Bucaramanga,5.0,42,608947,68.9715196889056
174,2016,Bucaramanga,6.0,128,608947,210.1989171471409
175,2016,Bucaramanga,7.0,194,608947,318.5827338011354
176,2016,Bucaramanga,8.0,198,608947,325.15144996198353
177,2016,Bucaramanga,9.0,190,608947,312.01401764028725
178,2016,Bucaramanga,10.0,199,608947,326.7936290021956
179,2016,Bucaramanga,11.0,239,608947,392.48079061067716
180,2016,Bucaramanga,12.0,335,608947,550.1299784710328
181,2016,Bucaramanga,13.0,213,608947,349.78413556516415
182,2016,Bucaramanga,14.0,269,608947,441.7461618170382
183,2016,Bucaramanga,15.0,232,608947,380.9855373291928
184,2016,Bucaramanga,16.0,224,608947,367.84810500749654
185,2016,Bucaramanga,17.0,223,608947,366.2059259672845
186,2016,Bucaramanga,18.0,226,608947,371.13246308792066
187,2016,Bucaramanga,19.0,203,608947,333.36234516304376
188,2016,Bucaramanga,20.0,142,608947,233.18942371010942
189,2016,Bucaramanga,21.0,138,608947,226.62070754926125
190,2016,Bucaramanga,22.0,114,608947,187.20841058417236
191,2016,Bucaramanga,23.0,61,608947,100.17292145293433
192,2016,Medellin,0.0,533,2570327,207.36661132999808
193,2016,Medellin,1.0,361,2570327,140.44905570380732
194,2016,Medellin,2.0,293,2570327,113.99327789810401
195,2016,Medellin,3.0,246,2570327,95.70766676769144
196,2016,Medellin,4.0,422,2570327,164.18144461774708
197,2016,Medellin,5.0,1128,2570327,438.8546671299021
198,2016,Medellin,6.0,2584,2570327,1005.3195566167262
199,2016,Medellin,7.0,2912,2570327,1132.9297789736481
200,2016,Medellin,8.0,2193,2570327,853.1988342339322
201,2016,Medellin,9.0,2081,2570327,809.6246119657148
202,2016,Medellin,10.0,2266,2570327,881.5998898194665
203,2016,Medellin,11.0,2515,2570327,978.4747232550566
204,2016,Medellin,12.0,2865,2570327,1114.6441678432354
205,2016,Medellin,13.0,2912,2570327,1132.9297789736481
206,2016,Medellin,14.0,2923,2570327,1137.2093900892767
207,2016,Medellin,15.0,2881,2570327,1120.8690567386952
208,2016,Medellin,16.0,3029,2570327,1178.4492790216964
209,2016,Medellin,17.0,3477,2570327,1352.7461680945653
210,2016,Medellin,18.0,2918,2570327,1135.2641123094454
211,2016,Medellin,19.0,2636,2570327,1025.55044552697
212,2016,Medellin,20.0,2151,2570327,836.8585008833506
213,2016,Medellin,21.0,1762,2570327,685.515889612489
214,2016,Medellin,22.0,1261,2570327,490.5990560734101
215,2016,Medellin,23.0,752,2570327,292.56977808660145
216,2016,Barranquilla,0.0,71,1311856,54.12179385542316
217,2016,Barranquilla,1.0,45,1311856,34.30254540132454
218,2016,Barranquilla,2.0,37,1311856,28.20431510775573
219,2016,Barranquilla,3.0,49,1311856,37.35166054810894
220,2016,Barranquilla,4.0,43,1311856,32.777987827932336
221,2016,Barranquilla,5.0,53,1311856,40.40077569489334
222,2016,Barranquilla,6.0,188,1311856,143.30841189886695
223,2016,Barranquilla,7.0,425,1311856,323.96848434584285
224,2016,Barranquilla,8.0,378,1311856,288.1413813711261
225,2016,Barranquilla,9.0,356,1311856,271.37124806381183
226,2016,Barranquilla,10.0,368,1311856,280.5185935041651
227,2016,Barranquilla,11.0,406,1311856,309.4851873986169
228,2016,Barranquilla,12.0,500,1311856,381.13939334805036
229,2016,Barranquilla,13.0,397,1311856,302.624678318352
230,2016,Barranquilla,14.0,421,1311856,320.91936919905845
231,2016,Barranquilla,15.0,454,1311856,346.07456916002974
232,2016,Barranquilla,16.0,480,1311856,365.89381761412835
233,2016,Barranquilla,17.0,454,1311856,346.07456916002974
234,2016,Barranquilla,18.0,378,1311856,288.1413813711261
235,2016,Barranquilla,19.0,392,1311856,298.8132843848715
236,2016,Barranquilla,20.0,231,1311856,176.0863997267993
237,2016,Barranquilla,21.0,172,1311856,131.11195131172934
238,2016,Barranquilla,22.0,132,1311856,100.62079984388531
239,2016,Barranquilla,23.0,90,1311856,68.60509080264907
240,2016,Envigado,0.0,74,241863,305.9583317828688
241,2016,Envigado,1.0,71,241863,293.55461562950927
242,2016,Envigado,2.0,48,241863,198.45945845375275
243,2016,Envigado,3.0,53,241863,219.13231870935198
244,2016,Envigado,4.0,61,241863,252.20889511831078
245,2016,Envigado,5.0,201,241863,831.0489822750897
246,2016,Envigado,6.0,727,241863,3005.83388116413
247,2016,Envigado,7.0,830,241863,3431.6948024294747
248,2016,Envigado,8.0,566,241863,2340.1677809338344
249,2016,Envigado,9.0,644,241863,2662.6644009211823
250,2016,Envigado,10.0,637,241863,2633.7223965633434
251,2016,Envigado,11.0,702,241863,2902.469579886134
252,2016,Envigado,12.0,780,241863,3224.966199873482
253,2016,Envigado,13.0,782,241863,3233.2353439757217
254,2016,Envigado,14.0,970,241863,4010.534889586253
