Mes,DOW,Ciudad,Heridos,Muertos,Cluster
12.0,4.0,Caquetá,1,2,1
12.0,4.0,Casanare,2,3,0
12.0,4.0,Cauca,3,0,1
12.0,4.0,Cesar,0,0,1
12.0,4.0,Cundinamarca,4,0,1
12.0,4.0,Córdoba,1,2,1
12.0,4.0,Envigado,86,0,1
12.0,4.0,Guajira,1,0,1
12.0,4.0,Huila,1,1,1
12.0,4.0,Medellin,1669,9,2
12.0,4.0,Meta,2,1,1
12.0,4.0,Nariño,1,3,0
12.0,4.0,Norte de Santander,4,0,1
12.0,4.0,Ocaña,1,0,1
12.0,4.0,Palmira,24,1,1
12.0,4.0,Planta Central,14,6,0
12.0,4.0,Putumayo,3,1,1
12.0,4.0,Quindío,0,0,1
12.0,4.0,Risaralda,2,0,1
12.0,4.0,Santander,7,0,1
12.0,4.0,Tolima,1,0,1
12.0,4.0,Valle del Cauca,23,3,0
12.0,5.0,Antioquia,21,2,1
12.0,5.0,Barranquilla,98,4,0
12.0,5.0,Boyacá,5,3,0
12.0,5.0,Bucaramanga,207,9,0
12.0,5.0,Caldas,2,0,1
12.0,5.0,Caquetá,1,1,1
12.0,5.0,Casanare,5,4,0
12.0,5.0,Cauca,9,6,0
12.0,5.0,Cesar,0,0,1
12.0,5.0,Chocó,0,0,1
12.0,5.0,Cundinamarca,3,0,1
12.0,5.0,Córdoba,2,1,1
12.0,5.0,Envigado,125,0,1
12.0,5.0,Huila,0,0,1
12.0,5.0,Medellin,1709,17,2
12.0,5.0,Meta,0,1,1
12.0,5.0,Nariño,3,2,1
12.0,5.0,Norte de Santander,0,1,1
12.0,5.0,Ocaña,1,1,1
12.0,5.0,Palmira,8,0,1
12.0,5.0,Planta Central,11,5,0
12.0,5.0,Putumayo,1,0,1
12.0,5.0,Quindío,1,0,1
12.0,5.0,Risaralda,7,2,1
12.0,5.0,San Andres y Providencia,2,0,1
12.0,5.0,Santander,4,1,1
12.0,5.0,Tolima,1,0,1
12.0,5.0,Valle del Cauca,21,2,1
12.0,6.0,Antioquia,26,5,0
12.0,6.0,Barranquilla,98,1,1
12.0,6.0,Bolívar,1,0,1
12.0,6.0,Boyacá,9,2,1
12.0,6.0,Bucaramanga,249,10,0
12.0,6.0,Caldas,4,2,1
12.0,6.0,Caquetá,0,1,1
12.0,6.0,Casanare,8,2,1
12.0,6.0,Cauca,4,2,1
12.0,6.0,Cesar,2,3,0
12.0,6.0,Chocó,1,0,1
12.0,6.0,Cundinamarca,3,2,1
12.0,6.0,Córdoba,2,3,0
12.0,6.0,Envigado,111,2,1
12.0,6.0,Guajira,0,0,1
12.0,6.0,Huila,4,1,1
12.0,6.0,Medellin,1804,19,2
12.0,6.0,Meta,3,1,1
12.0,6.0,Nariño,2,1,1
12.0,6.0,Norte de Santander,1,2,1
12.0,6.0,Ocaña,0,0,1
12.0,6.0,Palmira,16,1,1
12.0,6.0,Planta Central,18,10,0
12.0,6.0,Putumayo,4,1,1
12.0,6.0,Quindío,3,0,1
12.0,6.0,Risaralda,5,1,1
12.0,6.0,San Andres y Providencia,0,0,1
12.0,6.0,Santander,8,1,1
12.0,6.0,Sucre,0,0,1
12.0,6.0,Tolima,1,0,1
12.0,6.0,Valle del Cauca,26,3,0
12.0,7.0,Antioquia,18,2,1
12.0,7.0,Barranquilla,117,4,0
12.0,7.0,Bolívar,1,1,1
12.0,7.0,Boyacá,12,1,1
12.0,7.0,Bucaramanga,201,11,0
12.0,7.0,Caldas,2,0,1
12.0,7.0,Caquetá,3,2,1
12.0,7.0,Casanare,2,4,0
12.0,7.0,Cauca,5,1,1
12.0,7.0,Cesar,1,0,1
12.0,7.0,Cundinamarca,0,0,1
12.0,7.0,Córdoba,2,3,0
12.0,7.0,Envigado,65,1,1
12.0,7.0,Guajira,0,0,1
12.0,7.0,Huila,2,1,1
12.0,7.0,Magdalena,1,0,1
12.0,7.0,Medellin,1770,20,2
12.0,7.0,Nariño,2,5,0
12.0,7.0,Norte de Santander,0,1,1
12.0,7.0,Ocaña,0,0,1
12.0,7.0,Palmira,25,0,1
12.0,7.0,Planta Central,10,4,0
12.0,7.0,Putumayo,6,2,1
12.0,7.0,Quindío,0,0,1
12.0,7.0,Risaralda,7,0,1
12.0,7.0,San Andres y Providencia,2,0,1
12.0,7.0,Santander,7,0,1
12.0,7.0,Sucre,1,0,1
12.0,7.0,Tolima,0,2,1
12.0,7.0,Valle del Cauca,13,2,1
